0	49.8030360751
2	69.5941742007
4	54.1930703502
6	78.3742427509
8	59.4467179254
10	74.0561762508
12	59.5186857004
14	80.101469351
16	72.5808368633
18	86.0388107887
20	80.317372676
22	80.965082651
24	86.2187302262
26	83.5199386636
28	99.424816939
30	92.0841038888
32	108.024966052
34	92.3000072138
36	111.407451477
38	94.1711693639
40	118.892100077
42	106.441675002
44	127.132410315
46	113.098694189
48	125.62108704
50	116.55314739
52	132.96180009
54	126.952490877
56	136.524204953
58	134.940913903
60	134.68902669
62	138.611270428
64	136.200349965
66	147.823145628
68	141.418013653
70	152.141212128
72	139.258980403
74	152.141212128
76	139.87070649
78	156.783133616
80	146.743629003
82	160.381522366
84	148.003065065
86	155.991488091
88	147.859129515
90	157.718714691
92	150.521937191
94	157.466827478
96	150.126114428
98	150.737840516
100	149.874227216
102	148.147000615
104	152.393099341
106	146.527725678
108	151.061695503
110	140.87825534
112	146.995516215
114	135.948462753
116	144.872466853
118	134.796978353
120	142.065723628
122	130.694815177
124	134.796978353
126	125.33321594
128	128.895620802
130	122.418521052
132	125.729038702
134	117.344792915
136	116.877002377
138	112.163113114
140	110.831709277
142	111.335483702
144	106.837497764
146	107.737094952
148	98.633171414
150	101.439914639
152	92.4079588763
154	97.8775097765
156	89.4212962138
158	94.2791210264
160	84.2396164136
162	86.9743918637
164	79.381791601
166	82.3684542635
168	77.2947261259
170	80.4972921135
172	73.8402729258
174	73.9842084758
176	70.9975458132
178	71.1054974757
180	70.7816424882
182	69.6301580882
184	69.9899969632
186	65.527994913
188	68.5866253506
190	62.937155013
192	68.6585931256
194	63.3329777755
196	68.5866253506
198	63.368961663
200	67.1832537381
202	63.3329777755
204	66.9673504131
206	66.1397210006
208	70.7816424882
210	67.1832537381
212	71.0335297007
214	69.5941742007
216	71.4653363507
218	73.3724823883
220	74.3080634633
222	77.2587422384
224	76.5750483759
226	80.8571309885
228	78.6980977384
230	84.1316647511
232	83.1960836761
234	89.2773606637
236	87.8380051637
238	93.2355882889
240	92.0121361138
242	96.618073714
244	96.618073714
246	102.159592389
248	101.691801852
250	105.937900577
252	106.009868352
254	108.960547127
256	110.903677052
258	112.954758639
260	115.941421302
262	117.344792915
264	120.547358902
266	120.619326677
268	124.685505965
270	124.397634865
272	128.535781927
274	127.744136402
276	132.170154565
278	130.80276684
280	134.473123365
282	134.221236153
284	137.387818253
286	136.56018884
288	139.079060965
290	138.683238203
292	139.87070649
294	140.338497028
296	141.202110328
298	141.130142553
300	141.346045878
302	142.209659178
304	141.202110328
306	143.46909524
308	141.525965315
310	142.89335304
312	140.73431979
314	141.202110328
316	138.395367103
318	139.29496429
320	136.99199549
322	137.13593104
324	136.41625329
326	135.40870444
328	132.745896765
330	132.67392899
332	129.399395227
334	129.07554024
336	127.06044254
338	127.34831364
340	123.929844327
342	123.138198802
344	120.00760059
346	119.072019515
348	116.625115165
350	116.40921184
352	113.566484727
354	112.019177564
356	109.500305439
358	107.161352752
360	105.865932802
362	103.347060677
364	102.303527939
366	100.144494689
368	98.345300314
370	95.8264281889
372	95.5025732014
374	92.7677977514
376	91.6882811263
378	88.9175217887
380	88.3057957012
382	86.0388107887
384	85.0312619386
386	83.6278903261
388	82.188534826
390	82.4404220385
392	79.9215499135
394	83.0521481261
396	76.4311128259
398	78.7700655134
400	73.5883857133
402	79.381791601
404	77.5825972259
406	78.7700655134
408	73.0486274008
410	74.7038862258
412	71.3214008007
414	77.7625166634
416	78.5181783009
418	80.173437126
420	79.237856051
422	71.3214008007
424	75.4595478633
426	74.8478217758
428	85.8229074636
430	84.5274875136
432	89.9610545263
434	79.7056465885
436	82.116567051
438	76.0352900634
440	87.9099729387
442	89.7091673138
444	96.9419287015
446	86.0388107887
448	91.2204905888
450	89.1694090012
452	99.8926074766
454	102.339511827
456	104.822400064
458	103.347060677
460	98.489235864
462	101.224011314
464	102.879270139
466	113.278613627
468	113.098694189
470	118.496277315
472	110.291950964
474	112.738855314
476	109.572273214
478	117.56069624
480	122.958279365
482	126.412732565
484	119.28792284
486	121.231052765
488	121.73482719
490	129.003572465
492	129.21947579
494	134.40115559
496	129.255459677
498	129.147508015
500	126.088877577
502	130.478911852
504	133.753445615
506	138.071512115
508	136.56018884
510	134.005332828
512	130.406944077
514	130.80276684
516	134.329187815
518	135.588623878
520	137.27986659
522	133.53754229
524	132.062202903
526	130.550879627
528	135.26476889
530	134.725010578
532	137.027979378
534	132.278106228
536	129.867185765
538	125.801006477
540	127.600200852
542	127.960039727
544	130.334976302
546	128.21192694
548	124.685505965
550	120.15153614
552	118.208406215
554	120.29547169
556	120.15153614
558	120.87121389
560	115.869453527
562	112.163113114
564	110.076047639
566	111.803274239
568	111.551387027
570	112.343032552
572	107.701111064
574	105.038303389
576	100.144494689
578	102.015656839
580	101.080075764
582	102.159592389
584	100.504333564
586	96.905944814
588	94.1711693639
590	92.6958299764
592	92.6958299764
594	92.9837010764
596	94.2791210264
598	87.6940696137
600	87.7660373887
602	85.1032297136
604	87.9099729387
606	86.6505368762
608	87.4421824012
610	84.4555197386
612	82.5843575886
614	80.317372676
616	81.324921526
618	82.8362448011
620	83.3760031136
622	84.1676486386
624	81.4328731885
626	81.037050426
628	79.6336788135
630	82.7642770261
632	82.9801803511
634	86.4346335512
636	82.9801803511
638	83.8437936511
640	83.6998581011
642	87.0463596387
644	86.7225046512
646	89.5652317638
648	88.6296506887
650	88.9175217887
652	87.7660373887
654	90.2489256263
656	91.7602489013
658	94.1711693639
660	95.0347826639
662	94.9628148889
664	95.5745409764
666	96.0783154014
